Sample name	title	source name	organism	idat file 1	idat file 2	subexperiment	CORIELL_ID	cell_line	donor_age	donor_sex	culture_oxygen	culture_agent	culture_pctFBS	expression_vector	subculture	population_doublings	days_in_culture	batch_date 	growth protocol	treatment protocol	molecule	label	platform
204088010094_R06C01	ASF1_GACtl_1	Skin, arm	Homo sapiens	204088010094_R06C01_Grn.idat	204088010094_R06C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	control	Full	NA	1	7.649034369	12	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate vehicle subcultures were derived from the initial recovered plate. Vehicle DMSO was added to media and incubated for 3 hours at 37°C before media containing vehicle was removed, cells rinsed with PBS, and basal media replaced. Cells were passaged normally.	genomic DNA	Cy3 and Cy5	GPL23976
204088010094_R07C01	ASF1_GACtl_2	Skin, arm	Homo sapiens	204088010094_R07C01_Grn.idat	204088010094_R07C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	control	Full	NA	2	7.675470124	12	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate vehicle subcultures were derived from the initial recovered plate. Vehicle DMSO was added to media and incubated for 3 hours at 37°C before media containing vehicle was removed, cells rinsed with PBS, and basal media replaced. Cells were passaged normally.	genomic DNA	Cy3 and Cy5	GPL23976
204088040012_R04C01	ASF1_GACtl_3	Skin, arm	Homo sapiens	204088040012_R04C01_Grn.idat	204088040012_R04C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	control	Full	NA	1	10.65128945	18	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate vehicle subcultures were derived from the initial recovered plate. Vehicle DMSO was added to media and incubated for 3 hours at 37°C before media containing vehicle was removed, cells rinsed with PBS, and basal media replaced. Cells were passaged normally.	genomic DNA	Cy3 and Cy5	GPL23976
204088040012_R05C01	ASF1_GACtl_4	Skin, arm	Homo sapiens	204088040012_R05C01_Grn.idat	204088040012_R05C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	control	Full	NA	2	10.82445752	18	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate vehicle subcultures were derived from the initial recovered plate. Vehicle DMSO was added to media and incubated for 3 hours at 37°C before media containing vehicle was removed, cells rinsed with PBS, and basal media replaced. Cells were passaged normally.	genomic DNA	Cy3 and Cy5	GPL23976
204088030060_R02C01	ASF1_GACtl_5	Skin, arm	Homo sapiens	204088030060_R02C01_Grn.idat	204088030060_R02C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	control	Full	NA	2	13.2111898	25	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate vehicle subcultures were derived from the initial recovered plate. Vehicle DMSO was added to media and incubated for 3 hours at 37°C before media containing vehicle was removed, cells rinsed with PBS, and basal media replaced. Cells were passaged normally.	genomic DNA	Cy3 and Cy5	GPL23976
204088030060_R01C01	ASF1_GACtl_6	Skin, arm	Homo sapiens	204088030060_R01C01_Grn.idat	204088030060_R01C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	control	Full	NA	1	13.3488729	25	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate vehicle subcultures were derived from the initial recovered plate. Vehicle DMSO was added to media and incubated for 3 hours at 37°C before media containing vehicle was removed, cells rinsed with PBS, and basal media replaced. Cells were passaged normally.	genomic DNA	Cy3 and Cy5	GPL23976
204088030060_R04C01	ASF1_GA_1	Skin, arm	Homo sapiens	204088030060_R04C01_Grn.idat	204088030060_R04C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	MMC	Full	NA	5	7.13459414	25	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate growth-arrest subcultures were derived from the initial recovered plate. Cells were treated with DNA intercalating agent mitomycin C reconstituted in DMSO at a final concentration of 10ug/ml. Cells were incubated for 3 hours at 37°C before media containing MMC was removed, cells rinsed with PBS, and basal media replaced. Cells were collected on days 18 and 25.	genomic DNA	Cy3 and Cy5	GPL23976
204088040012_R07C01	ASF1_GA_2	Skin, arm	Homo sapiens	204088040012_R07C01_Grn.idat	204088040012_R07C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	MMC	Full	NA	2	7.361112844	18	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate growth-arrest subcultures were derived from the initial recovered plate. Cells were treated with DNA intercalating agent mitomycin C reconstituted in DMSO at a final concentration of 10ug/ml. Cells were incubated for 3 hours at 37°C before media containing MMC was removed, cells rinsed with PBS, and basal media replaced. Cells were collected on days 18 and 25.	genomic DNA	Cy3 and Cy5	GPL23976
204088030060_R03C01	ASF1_GA_3	Skin, arm	Homo sapiens	204088030060_R03C01_Grn.idat	204088030060_R03C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	MMC	Full	NA	4	7.529364623	25	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate growth-arrest subcultures were derived from the initial recovered plate. Cells were treated with DNA intercalating agent mitomycin C reconstituted in DMSO at a final concentration of 10ug/ml. Cells were incubated for 3 hours at 37°C before media containing MMC was removed, cells rinsed with PBS, and basal media replaced. Cells were collected on days 18 and 25.	genomic DNA	Cy3 and Cy5	GPL23976
204088030060_R05C01	ASF1_GA_4	Skin, arm	Homo sapiens	204088030060_R05C01_Grn.idat	204088030060_R05C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	MMC	Full	NA	6	7.61736969	25	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate growth-arrest subcultures were derived from the initial recovered plate. Cells were treated with DNA intercalating agent mitomycin C reconstituted in DMSO at a final concentration of 10ug/ml. Cells were incubated for 3 hours at 37°C before media containing MMC was removed, cells rinsed with PBS, and basal media replaced. Cells were collected on days 18 and 25.	genomic DNA	Cy3 and Cy5	GPL23976
204088040012_R08C01	ASF1_GA_5	Skin, arm	Homo sapiens	204088040012_R08C01_Grn.idat	204088040012_R08C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	MMC	Full	NA	3	7.902606258	18	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate growth-arrest subcultures were derived from the initial recovered plate. Cells were treated with DNA intercalating agent mitomycin C reconstituted in DMSO at a final concentration of 10ug/ml. Cells were incubated for 3 hours at 37°C before media containing MMC was removed, cells rinsed with PBS, and basal media replaced. Cells were collected on days 18 and 25.	genomic DNA	Cy3 and Cy5	GPL23976
204088040012_R06C01	ASF1_GA_6	Skin, arm	Homo sapiens	204088040012_R06C01_Grn.idat	204088040012_R06C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	MMC	Full	NA	1	8.254006097	18	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	Primary cells were reintroduced into culture from cryopreserved early-passage cells. Duplicate growth-arrest subcultures were derived from the initial recovered plate. Cells were treated with DNA intercalating agent mitomycin C reconstituted in DMSO at a final concentration of 10ug/ml. Cells were incubated for 3 hours at 37°C before media containing MMC was removed, cells rinsed with PBS, and basal media replaced. Cells were collected on days 18 and 25.	genomic DNA	Cy3 and Cy5	GPL23976
204088010094_R01C01	ASF1_GA_parent	Skin, arm	Homo sapiens	204088010094_R01C01_Grn.idat	204088010094_R01C01_Red.idat	Growth arrest: MMC	AG16146	Adult_skin_fibroblast_1	31 years	male	Ambient	NA	Full	NA	NA	4.591335998	8	02.20.20	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030122_R04C01	FSF1_SW_05_1	Skin, sacrum	Homo sapiens	204088030122_R04C01_Grn.idat	204088030122_R04C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	0.50%	NA	NA	17.89805047	14	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 0.5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030006_R04C01	FSF1_SW_05_2	Skin, sacrum	Homo sapiens	204088030006_R04C01_Grn.idat	204088030006_R04C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	0.50%	NA	b	20.06985083	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 0.5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030006_R05C01	FSF1_SW_05_3	Skin, sacrum	Homo sapiens	204088030006_R05C01_Grn.idat	204088030006_R05C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	0.50%	NA	c	20.43311181	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 0.5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030006_R03C01	FSF1_SW_05_4	Skin, sacrum	Homo sapiens	204088030006_R03C01_Grn.idat	204088030006_R03C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	0.50%	NA	a	20.50777411	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 0.5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030122_R03C01	FSF1_SW_1_1	Skin, sacrum	Homo sapiens	204088030122_R03C01_Grn.idat	204088030122_R03C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	1%	NA	NA	18.48800872	14	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 1% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030140_R08C01	FSF1_SW_1_2	Skin, sacrum	Homo sapiens	204088030140_R08C01_Grn.idat	204088030140_R08C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	1%	NA	a	22.60372584	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 1% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030006_R01C01	FSF1_SW_1_3	Skin, sacrum	Homo sapiens	204088030006_R01C01_Grn.idat	204088030006_R01C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	1%	NA	b	22.68369272	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 1% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030006_R02C01	FSF1_SW_1_4	Skin, sacrum	Homo sapiens	204088030006_R02C01_Grn.idat	204088030006_R02C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	1%	NA	c	23.50225826	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 1% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030122_R02C01	FSF1_SW_5_1	Skin, sacrum	Homo sapiens	204088030122_R02C01_Grn.idat	204088030122_R02C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	5%	NA	NA	18.65807345	14	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030122_R08C01	FSF1_SW_5_2	Skin, sacrum	Homo sapiens	204088030122_R08C01_Grn.idat	204088030122_R08C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	5%	NA	a	21.84867208	21	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030040_R06C01	FSF1_SW_5_3	Skin, sacrum	Homo sapiens	204088030040_R06C01_Grn.idat	204088030040_R06C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	5%	NA	c	25.46064638	27	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030040_R05C01	FSF1_SW_5_4	Skin, sacrum	Homo sapiens	204088030040_R05C01_Grn.idat	204088030040_R05C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	5%	NA	b	25.50814594	27	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030040_R04C01	FSF1_SW_5_5	Skin, sacrum	Homo sapiens	204088030040_R04C01_Grn.idat	204088030040_R04C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	5%	NA	a	25.51689574	27	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030140_R05C01	FSF1_SW_5_6	Skin, sacrum	Homo sapiens	204088030140_R05C01_Grn.idat	204088030140_R05C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	5%	NA	a	28.94051421	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030140_R07C01	FSF1_SW_5_7	Skin, sacrum	Homo sapiens	204088030140_R07C01_Grn.idat	204088030140_R07C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	5%	NA	c	29.01588782	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030140_R06C01	FSF1_SW_5_8	Skin, sacrum	Homo sapiens	204088030140_R06C01_Grn.idat	204088030140_R06C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	5%	NA	b	29.02350361	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 5% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030122_R01C01	FSF1_SW_15_1	Skin, sacrum	Homo sapiens	204088030122_R01C01_Grn.idat	204088030122_R01C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	NA	18.44245119	14	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030122_R07C01	FSF1_SW_15_2	Skin, sacrum	Homo sapiens	204088030122_R07C01_Grn.idat	204088030122_R07C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	c	23.4847391	19	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030122_R06C01	FSF1_SW_15_3	Skin, sacrum	Homo sapiens	204088030122_R06C01_Grn.idat	204088030122_R06C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	b	23.48999471	19	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030122_R05C01	FSF1_SW_15_4	Skin, sacrum	Homo sapiens	204088030122_R05C01_Grn.idat	204088030122_R05C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	a	23.64291577	19	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030040_R01C01	FSF1_SW_15_5	Skin, sacrum	Homo sapiens	204088030040_R01C01_Grn.idat	204088030040_R01C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	a	28.591665	27	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030040_R03C01	FSF1_SW_15_6	Skin, sacrum	Homo sapiens	204088030040_R03C01_Grn.idat	204088030040_R03C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	c	28.66219412	27	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030040_R02C01	FSF1_SW_15_7	Skin, sacrum	Homo sapiens	204088030040_R02C01_Grn.idat	204088030040_R02C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	b	28.89287834	27	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030040_R07C01	FSF1_SW_15_8	Skin, sacrum	Homo sapiens	204088030040_R07C01_Grn.idat	204088030040_R07C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	a	33.38048193	32	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030040_R08C01	FSF1_SW_15_9	Skin, sacrum	Homo sapiens	204088030040_R08C01_Grn.idat	204088030040_R08C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	b	33.57267835	32	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
